text,label
We need you to confirm your billing details at http://microsoft365-reverify.support or your subscription will be cancelled.,phishing
Your Microsoft 365 account requires re-verification. Click http://netflix-billing-update.co immediately to avoid data loss.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Security Alert: Someone tried to log into your account. Confirm your identity here http://netflix-billing-update.co now.,phishing
Thank you for your purchase. Your receipt is attached for your records.,legitimate
"Claim your inheritance of $2,000,000 by providing your bank details at http://account-update-bank.net/verify.",phishing
Your tax refund of $850 is ready. Submit your bank details at http://bit.ly/3xJkLm9 to receive payment.,phishing
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Action required: Your email storage is full. Click http://secure-paypal-verification.com/login to upgrade your account for free.,phishing
"Your social security number has been suspended due to suspicious activity, call us or visit http://microsoft365-reverify.support.",phishing
Security Alert: Someone tried to log into your account. Confirm your identity here http://microsoft365-reverify.support now.,phishing
Thank you for your purchase. Your receipt is attached for your records.,legitimate
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
Action required: Your email storage is full. Click http://apple-id-locked-support.com to upgrade your account for free.,phishing
Security Alert: Someone tried to log into your account. Confirm your identity here http://netflix-billing-update.co now.,phishing
Your subscription has been renewed successfully. No action is needed from your end.,legitimate
"Dear customer, your account has been suspended. Click here http://account-update-bank.net/verify to verify your identity immediately.",phishing
"Claim your inheritance of $2,000,000 by providing your bank details at http://irs-tax-refund-claim.com.",phishing
Your tax refund of $850 is ready. Submit your bank details at http://tinyurl.com/freegift123 to receive payment.,phishing
Your Microsoft 365 account requires re-verification. Click http://irs-tax-refund-claim.com immediately to avoid data loss.,phishing
Thank you for your purchase. Your receipt is attached for your records.,legitimate
Your package could not be delivered. Pay a small fee at http://apple-id-locked-support.com to reschedule delivery.,phishing
"Claim your inheritance of $2,000,000 by providing your bank details at http://secure-paypal-verification.com/login.",phishing
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
You have a new voicemail message. Click http://win-prize-claim-now.info to listen now using your email login.,phishing
Your password will expire today. Update your credentials immediately at http://apple-id-locked-support.com to keep your account active.,phishing
We detected unusual activity on your PayPal account. Verify your information at http://secure-paypal-verification.com/login to restore access.,phishing
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
Your order #24871 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.dropbox.com/shared/abc123.,legitimate
Action required: Your email storage is full. Click http://microsoft365-reverify.support to upgrade your account for free.,phishing
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
Your tax refund of $850 is ready. Submit your bank details at http://account-update-bank.net/verify to receive payment.,phishing
You have a new voicemail message. Click http://secure-paypal-verification.com/login to listen now using your email login.,phishing
Thanks for attending the webinar today. The recording is available at https://github.com/company/project on our official site.,legitimate
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
You have a new voicemail message. Click http://microsoft365-reverify.support to listen now using your email login.,phishing
Action required: Your email storage is full. Click http://account-update-bank.net/verify to upgrade your account for free.,phishing
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
Your Microsoft 365 account requires re-verification. Click http://account-update-bank.net/verify immediately to avoid data loss.,phishing
Your monthly statement is now available in your account dashboard.,legitimate
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
Your subscription has been renewed successfully. No action is needed from your end.,legitimate
Your package could not be delivered. Pay a small fee at http://tinyurl.com/freegift123 to reschedule delivery.,phishing
Your package could not be delivered. Pay a small fee at http://account-update-bank.net/verify to reschedule delivery.,phishing
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
"Claim your inheritance of $2,000,000 by providing your bank details at http://secure-paypal-verification.com/login.",phishing
Congratulations! You have won a $1000 gift card. Claim your prize now at http://tinyurl.com/freegift123 before it expires.,phishing
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
Your tax refund of $850 is ready. Submit your bank details at http://apple-id-locked-support.com to receive payment.,phishing
Your password will expire today. Update your credentials immediately at http://tinyurl.com/freegift123 to keep your account active.,phishing
Your package could not be delivered. Pay a small fee at http://netflix-billing-update.co to reschedule delivery.,phishing
Thank you for your purchase. Your receipt is attached for your records.,legitimate
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://netflix-billing-update.co.",phishing
Final Notice: Your account access will be terminated. Verify now at http://secure-paypal-verification.com/login to prevent suspension.,phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
"Your social security number has been suspended due to suspicious activity, call us or visit http://irs-tax-refund-claim.com.",phishing
You have a new voicemail message. Click http://irs-tax-refund-claim.com to listen now using your email login.,phishing
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Your order #98381 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.dropbox.com/shared/abc123.,legitimate
Congratulations! You have won a $1000 gift card. Claim your prize now at http://secure-paypal-verification.com/login before it expires.,phishing
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Thank you for your purchase. Your receipt is attached for your records.,legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Action required: Your email storage is full. Click http://microsoft365-reverify.support to upgrade your account for free.,phishing
Your tax refund of $850 is ready. Submit your bank details at http://tinyurl.com/freegift123 to receive payment.,phishing
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Your monthly statement is now available in your account dashboard.,legitimate
Your package could not be delivered. Pay a small fee at http://irs-tax-refund-claim.com to reschedule delivery.,phishing
We detected unusual activity on your PayPal account. Verify your information at http://secure-paypal-verification.com/login to restore access.,phishing
Your order #92991 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.dropbox.com/shared/abc123.,legitimate
Thanks for attending the webinar today. The recording is available at https://www.linkedin.com/in/profile on our official site.,legitimate
Action required: Your email storage is full. Click http://bit.ly/3xJkLm9 to upgrade your account for free.,phishing
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Your package could not be delivered. Pay a small fee at http://microsoft365-reverify.support to reschedule delivery.,phishing
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Your subscription has been renewed successfully. No action is needed from your end.,legitimate
Final Notice: Your account access will be terminated. Verify now at http://apple-id-locked-support.com to prevent suspension.,phishing
Your Netflix payment failed. Update your payment method at http://tinyurl.com/freegift123 to avoid losing access.,phishing
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
Your Microsoft 365 account requires re-verification. Click http://microsoft365-reverify.support immediately to avoid data loss.,phishing
"Dear employee, please review and sign this urgent document at http://microsoft365-reverify.support before end of day.",phishing
"Your social security number has been suspended due to suspicious activity, call us or visit http://netflix-billing-update.co.",phishing
"Dear employee, please review and sign this urgent document at http://account-update-bank.net/verify before end of day.",phishing
Your password will expire today. Update your credentials immediately at http://secure-paypal-verification.com/login to keep your account active.,phishing
"Claim your inheritance of $2,000,000 by providing your bank details at http://secure-paypal-verification.com/login.",phishing
We detected unusual activity on your PayPal account. Verify your information at http://win-prize-claim-now.info to restore access.,phishing
We need you to confirm your billing details at http://account-update-bank.net/verify or your subscription will be cancelled.,phishing
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
Security Alert: Someone tried to log into your account. Confirm your identity here http://secure-paypal-verification.com/login now.,phishing
"Limited time offer just for you! Get 90% off at http://192.168.45.22/login.php, verify your card now to claim discount.",phishing
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
Your Netflix payment failed. Update your payment method at http://irs-tax-refund-claim.com to avoid losing access.,phishing
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
Your monthly statement is now available in your account dashboard.,legitimate
Security Alert: Someone tried to log into your account. Confirm your identity here http://netflix-billing-update.co now.,phishing
"Your social security number has been suspended due to suspicious activity, call us or visit http://192.168.45.22/login.php.",phishing
We need you to confirm your billing details at http://irs-tax-refund-claim.com or your subscription will be cancelled.,phishing
Your order #52219 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.amazon.com/orders.,legitimate
"Claim your inheritance of $2,000,000 by providing your bank details at http://192.168.45.22/login.php.",phishing
Security Alert: Someone tried to log into your account. Confirm your identity here http://netflix-billing-update.co now.,phishing
"Claim your inheritance of $2,000,000 by providing your bank details at http://bit.ly/3xJkLm9.",phishing
You have a new voicemail message. Click http://irs-tax-refund-claim.com to listen now using your email login.,phishing
You have a new voicemail message. Click http://microsoft365-reverify.support to listen now using your email login.,phishing
Your subscription has been renewed successfully. No action is needed from your end.,legitimate
Thank you for your purchase. Your receipt is attached for your records.,legitimate
"Hi team, please find attached the minutes from yesterday's meeting. Let me know if I missed anything.",legitimate
Your tax refund of $850 is ready. Submit your bank details at http://netflix-billing-update.co to receive payment.,phishing
Thanks for attending the webinar today. The recording is available at https://www.amazon.com/orders on our official site.,legitimate
Your tax refund of $850 is ready. Submit your bank details at http://192.168.45.22/login.php to receive payment.,phishing
Congratulations! You have won a $1000 gift card. Claim your prize now at http://apple-id-locked-support.com before it expires.,phishing
Thanks for attending the webinar today. The recording is available at https://company.zoom.us/recording/share on our official site.,legitimate
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
"Your social security number has been suspended due to suspicious activity, call us or visit http://secure-paypal-verification.com/login.",phishing
Your order #31747 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.amazon.com/orders.,legitimate
Your password will expire today. Update your credentials immediately at http://apple-id-locked-support.com to keep your account active.,phishing
You have a new voicemail message. Click http://netflix-billing-update.co to listen now using your email login.,phishing
Thanks for attending the webinar today. The recording is available at https://www.company-portal.com/dashboard on our official site.,legitimate
Your password will expire today. Update your credentials immediately at http://192.168.45.22/login.php to keep your account active.,phishing
"Limited time offer just for you! Get 90% off at http://tinyurl.com/freegift123, verify your card now to claim discount.",phishing
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
URGENT: Your bank account will be locked in 24 hours. Login now at http://account-update-bank.net/verify to avoid suspension.,phishing
Your subscription has been renewed successfully. No action is needed from your end.,legitimate
You have a new voicemail message. Click http://win-prize-claim-now.info to listen now using your email login.,phishing
Action required: Your email storage is full. Click http://netflix-billing-update.co to upgrade your account for free.,phishing
Your tax refund of $850 is ready. Submit your bank details at http://account-update-bank.net/verify to receive payment.,phishing
Security Alert: Someone tried to log into your account. Confirm your identity here http://tinyurl.com/freegift123 now.,phishing
Congratulations! You have won a $1000 gift card. Claim your prize now at http://secure-paypal-verification.com/login before it expires.,phishing
"Dear user, your Apple ID has been locked due to suspicious activity. Unlock it at http://bit.ly/3xJkLm9.",phishing
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
Thanks for attending the webinar today. The recording is available at https://www.dropbox.com/shared/abc123 on our official site.,legitimate
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
"Claim your inheritance of $2,000,000 by providing your bank details at http://secure-paypal-verification.com/login.",phishing
URGENT: Your bank account will be locked in 24 hours. Login now at http://tinyurl.com/freegift123 to avoid suspension.,phishing
"Hi team, please find attached the minutes from yesterday's meeting. Let me know if I missed anything.",legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
We detected unusual activity on your PayPal account. Verify your information at http://apple-id-locked-support.com to restore access.,phishing
"Dear employee, please review and sign this urgent document at http://192.168.45.22/login.php before end of day.",phishing
Your package could not be delivered. Pay a small fee at http://192.168.45.22/login.php to reschedule delivery.,phishing
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
Thank you for your purchase. Your receipt is attached for your records.,legitimate
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
You have a new voicemail message. Click http://secure-paypal-verification.com/login to listen now using your email login.,phishing
Your order #69988 has shipped and is expected to arrive in 3-5 business days. Track it at https://mail.google.com/inbox.,legitimate
"Dear user, your Apple ID has been locked due to suspicious activity. Unlock it at http://irs-tax-refund-claim.com.",phishing
We appreciate your feedback and will use it to improve our service going forward.,legitimate
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://bit.ly/3xJkLm9.",phishing
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
"Dear customer, your account has been suspended. Click here http://microsoft365-reverify.support to verify your identity immediately.",phishing
Your password will expire today. Update your credentials immediately at http://apple-id-locked-support.com to keep your account active.,phishing
Your order #60140 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.linkedin.com/in/profile.,legitimate
Your Netflix payment failed. Update your payment method at http://bit.ly/3xJkLm9 to avoid losing access.,phishing
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
"Hi team, please find attached the minutes from yesterday's meeting. Let me know if I missed anything.",legitimate
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
Your tax refund of $850 is ready. Submit your bank details at http://win-prize-claim-now.info to receive payment.,phishing
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
We detected unusual activity on your PayPal account. Verify your information at http://tinyurl.com/freegift123 to restore access.,phishing
Final Notice: Your account access will be terminated. Verify now at http://irs-tax-refund-claim.com to prevent suspension.,phishing
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Action required: Your email storage is full. Click http://win-prize-claim-now.info to upgrade your account for free.,phishing
Your Microsoft 365 account requires re-verification. Click http://microsoft365-reverify.support immediately to avoid data loss.,phishing
"Claim your inheritance of $2,000,000 by providing your bank details at http://apple-id-locked-support.com.",phishing
Thank you for your purchase. Your receipt is attached for your records.,legitimate
We need you to confirm your billing details at http://apple-id-locked-support.com or your subscription will be cancelled.,phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Your order #57265 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.linkedin.com/in/profile.,legitimate
Your monthly statement is now available in your account dashboard.,legitimate
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
URGENT: Your bank account will be locked in 24 hours. Login now at http://192.168.45.22/login.php to avoid suspension.,phishing
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
Your order #81313 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.linkedin.com/in/profile.,legitimate
We detected unusual activity on your PayPal account. Verify your information at http://account-update-bank.net/verify to restore access.,phishing
Your order #39430 has shipped and is expected to arrive in 3-5 business days. Track it at https://company.zoom.us/recording/share.,legitimate
You have a new voicemail message. Click http://irs-tax-refund-claim.com to listen now using your email login.,phishing
Thank you for your purchase. Your receipt is attached for your records.,legitimate
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
We detected unusual activity on your PayPal account. Verify your information at http://tinyurl.com/freegift123 to restore access.,phishing
"Your social security number has been suspended due to suspicious activity, call us or visit http://apple-id-locked-support.com.",phishing
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
Congratulations! You have won a $1000 gift card. Claim your prize now at http://microsoft365-reverify.support before it expires.,phishing
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
Your Netflix payment failed. Update your payment method at http://bit.ly/3xJkLm9 to avoid losing access.,phishing
"Your social security number has been suspended due to suspicious activity, call us or visit http://tinyurl.com/freegift123.",phishing
"Limited time offer just for you! Get 90% off at http://account-update-bank.net/verify, verify your card now to claim discount.",phishing
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
URGENT: Your bank account will be locked in 24 hours. Login now at http://netflix-billing-update.co to avoid suspension.,phishing
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Your Microsoft 365 account requires re-verification. Click http://irs-tax-refund-claim.com immediately to avoid data loss.,phishing
"Hi team, please find attached the minutes from yesterday's meeting. Let me know if I missed anything.",legitimate
"Limited time offer just for you! Get 90% off at http://bit.ly/3xJkLm9, verify your card now to claim discount.",phishing
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
Congratulations! You have won a $1000 gift card. Claim your prize now at http://apple-id-locked-support.com before it expires.,phishing
"Dear customer, your account has been suspended. Click here http://tinyurl.com/freegift123 to verify your identity immediately.",phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://apple-id-locked-support.com.",phishing
We need you to confirm your billing details at http://tinyurl.com/freegift123 or your subscription will be cancelled.,phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
"Limited time offer just for you! Get 90% off at http://secure-paypal-verification.com/login, verify your card now to claim discount.",phishing
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Your package could not be delivered. Pay a small fee at http://tinyurl.com/freegift123 to reschedule delivery.,phishing
"Limited time offer just for you! Get 90% off at http://account-update-bank.net/verify, verify your card now to claim discount.",phishing
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
Final Notice: Your account access will be terminated. Verify now at http://netflix-billing-update.co to prevent suspension.,phishing
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
"Limited time offer just for you! Get 90% off at http://bit.ly/3xJkLm9, verify your card now to claim discount.",phishing
Your Netflix payment failed. Update your payment method at http://microsoft365-reverify.support to avoid losing access.,phishing
Your Netflix payment failed. Update your payment method at http://microsoft365-reverify.support to avoid losing access.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Security Alert: Someone tried to log into your account. Confirm your identity here http://secure-paypal-verification.com/login now.,phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Your package could not be delivered. Pay a small fee at http://account-update-bank.net/verify to reschedule delivery.,phishing
"Dear employee, please review and sign this urgent document at http://apple-id-locked-support.com before end of day.",phishing
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://irs-tax-refund-claim.com.",phishing
"Hi team, please find attached the minutes from yesterday's meeting. Let me know if I missed anything.",legitimate
Your package could not be delivered. Pay a small fee at http://account-update-bank.net/verify to reschedule delivery.,phishing
URGENT: Your bank account will be locked in 24 hours. Login now at http://secure-paypal-verification.com/login to avoid suspension.,phishing
You have a new voicemail message. Click http://secure-paypal-verification.com/login to listen now using your email login.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
"Limited time offer just for you! Get 90% off at http://win-prize-claim-now.info, verify your card now to claim discount.",phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
"Dear user, your Apple ID has been locked due to suspicious activity. Unlock it at http://tinyurl.com/freegift123.",phishing
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Security Alert: Someone tried to log into your account. Confirm your identity here http://irs-tax-refund-claim.com now.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
"Claim your inheritance of $2,000,000 by providing your bank details at http://bit.ly/3xJkLm9.",phishing
Thanks for attending the webinar today. The recording is available at https://www.amazon.com/orders on our official site.,legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
URGENT: Your bank account will be locked in 24 hours. Login now at http://microsoft365-reverify.support to avoid suspension.,phishing
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
Final Notice: Your account access will be terminated. Verify now at http://tinyurl.com/freegift123 to prevent suspension.,phishing
Your tax refund of $850 is ready. Submit your bank details at http://irs-tax-refund-claim.com to receive payment.,phishing
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
"Dear customer, your account has been suspended. Click here http://account-update-bank.net/verify to verify your identity immediately.",phishing
Your tax refund of $850 is ready. Submit your bank details at http://account-update-bank.net/verify to receive payment.,phishing
Your monthly statement is now available in your account dashboard.,legitimate
Action required: Your email storage is full. Click http://tinyurl.com/freegift123 to upgrade your account for free.,phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Your Netflix payment failed. Update your payment method at http://irs-tax-refund-claim.com to avoid losing access.,phishing
"Limited time offer just for you! Get 90% off at http://account-update-bank.net/verify, verify your card now to claim discount.",phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Your package could not be delivered. Pay a small fee at http://192.168.45.22/login.php to reschedule delivery.,phishing
We need you to confirm your billing details at http://irs-tax-refund-claim.com or your subscription will be cancelled.,phishing
We detected unusual activity on your PayPal account. Verify your information at http://apple-id-locked-support.com to restore access.,phishing
"Limited time offer just for you! Get 90% off at http://microsoft365-reverify.support, verify your card now to claim discount.",phishing
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
We detected unusual activity on your PayPal account. Verify your information at http://tinyurl.com/freegift123 to restore access.,phishing
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Your monthly statement is now available in your account dashboard.,legitimate
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Your order #67961 has shipped and is expected to arrive in 3-5 business days. Track it at https://github.com/company/project.,legitimate
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
Your password will expire today. Update your credentials immediately at http://bit.ly/3xJkLm9 to keep your account active.,phishing
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://microsoft365-reverify.support.",phishing
Your tax refund of $850 is ready. Submit your bank details at http://account-update-bank.net/verify to receive payment.,phishing
Your monthly statement is now available in your account dashboard.,legitimate
Action required: Your email storage is full. Click http://account-update-bank.net/verify to upgrade your account for free.,phishing
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
"Limited time offer just for you! Get 90% off at http://microsoft365-reverify.support, verify your card now to claim discount.",phishing
Thank you for your purchase. Your receipt is attached for your records.,legitimate
Your monthly statement is now available in your account dashboard.,legitimate
Your order #92306 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.dropbox.com/shared/abc123.,legitimate
"Hi team, please find attached the minutes from yesterday's meeting. Let me know if I missed anything.",legitimate
Your package could not be delivered. Pay a small fee at http://account-update-bank.net/verify to reschedule delivery.,phishing
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Security Alert: Someone tried to log into your account. Confirm your identity here http://irs-tax-refund-claim.com now.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
We detected unusual activity on your PayPal account. Verify your information at http://tinyurl.com/freegift123 to restore access.,phishing
We need you to confirm your billing details at http://apple-id-locked-support.com or your subscription will be cancelled.,phishing
URGENT: Your bank account will be locked in 24 hours. Login now at http://microsoft365-reverify.support to avoid suspension.,phishing
Thanks for attending the webinar today. The recording is available at https://github.com/company/project on our official site.,legitimate
Your tax refund of $850 is ready. Submit your bank details at http://secure-paypal-verification.com/login to receive payment.,phishing
Congratulations! You have won a $1000 gift card. Claim your prize now at http://irs-tax-refund-claim.com before it expires.,phishing
Your order #68079 has shipped and is expected to arrive in 3-5 business days. Track it at https://company.zoom.us/recording/share.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Your order #66606 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.amazon.com/orders.,legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
Your package could not be delivered. Pay a small fee at http://irs-tax-refund-claim.com to reschedule delivery.,phishing
Your order #37801 has shipped and is expected to arrive in 3-5 business days. Track it at https://mail.google.com/inbox.,legitimate
Your monthly statement is now available in your account dashboard.,legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
"Dear employee, please review and sign this urgent document at http://tinyurl.com/freegift123 before end of day.",phishing
Your Netflix payment failed. Update your payment method at http://win-prize-claim-now.info to avoid losing access.,phishing
Your password will expire today. Update your credentials immediately at http://apple-id-locked-support.com to keep your account active.,phishing
You have a new voicemail message. Click http://microsoft365-reverify.support to listen now using your email login.,phishing
"Dear user, your Apple ID has been locked due to suspicious activity. Unlock it at http://account-update-bank.net/verify.",phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
"Dear user, your Apple ID has been locked due to suspicious activity. Unlock it at http://win-prize-claim-now.info.",phishing
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
"Claim your inheritance of $2,000,000 by providing your bank details at http://microsoft365-reverify.support.",phishing
Congratulations! You have won a $1000 gift card. Claim your prize now at http://tinyurl.com/freegift123 before it expires.,phishing
Your order #41439 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.dropbox.com/shared/abc123.,legitimate
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
We detected unusual activity on your PayPal account. Verify your information at http://apple-id-locked-support.com to restore access.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
